COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,CHURN
one,150178,0,40,736107,878,0,1,very_sat,very_little,considering,STAY
zero,38856,0,0,234270,361,1,14,very_unsat,very_high,never_thought,LEAVE
one,41831,58,5,730430,159,4,6,very_unsat,very_high,never_thought,STAY
one,30761,181,0,981507,248,19,11,very_unsat,high,never_thought,STAY
zero,61790,0,0,431768,300,1,13,very_sat,little,actively_looking_into_it,STAY
one,96886,169,68,425847,284,10,1,very_unsat,very_high,never_thought,LEAVE
zero,151436,224,6,475557,490,16,4,sat,little,actively_looking_into_it,LEAVE
one,40831,0,33,603002,187,1,2,very_unsat,high,actively_looking_into_it,STAY
zero,39833,0,0,419542,229,0,15,very_sat,very_little,considering,LEAVE
zero,22111,32,8,257770,150,3,6,unsat,very_high,considering,STAY
zero,125162,0,64,268170,776,0,1,very_sat,little,perhaps,LEAVE
one,124926,188,62,481128,844,19,2,very_sat,avg,considering,STAY
one,109588,193,61,236664,581,4,2,unsat,very_high,actively_looking_into_it,LEAVE
one,95596,193,84,747216,131,16,1,very_unsat,little,considering,STAY
one,75989,37,0,957090,714,4,14,unsat,little,never_thought,STAY
one,153441,0,83,822543,683,1,1,unsat,little,no,STAY
one,44559,0,11,401246,137,0,1,very_unsat,little,perhaps,STAY
zero,30272,63,52,154940,165,3,2,very_unsat,high,considering,LEAVE
one,41588,69,17,153180,148,4,5,unsat,very_high,no,STAY
one,102352,55,0,237848,600,0,13,very_sat,high,actively_looking_into_it,LEAVE
zero,135859,61,0,605912,896,0,12,very_sat,little,no,LEAVE
zero,32083,158,75,162001,153,24,2,very_unsat,very_high,no,STAY
one,36619,59,7,447988,219,4,4,very_unsat,little,never_thought,LEAVE
zero,32077,228,7,266240,140,23,4,very_unsat,little,no,STAY
zero,35091,51,18,161336,208,5,6,very_unsat,little,never_thought,LEAVE
zero,40741,242,53,416091,181,11,1,very_sat,little,actively_looking_into_it,LEAVE
zero,34456,225,15,215324,226,19,6,unsat,little,actively_looking_into_it,LEAVE
zero,26489,0,72,280540,155,1,1,unsat,very_high,no,LEAVE
one,153502,204,9,520853,538,1,6,unsat,little,never_thought,STAY
one,81193,64,0,417310,262,5,15,unsat,very_high,actively_looking_into_it,LEAVE
zero,102417,0,16,313557,498,0,4,very_unsat,very_high,considering,STAY
one,121868,64,6,251199,148,3,6,unsat,very_little,never_thought,STAY
one,53913,86,9,987293,313,4,4,very_unsat,very_little,no,STAY
one,31199,0,8,162840,198,1,5,unsat,little,no,STAY
one,97165,71,0,253563,370,28,14,unsat,little,actively_looking_into_it,LEAVE
zero,36776,37,79,507490,162,3,1,very_sat,little,considering,STAY
zero,42566,0,15,983931,230,1,9,unsat,little,actively_looking_into_it,STAY
one,143850,52,10,284597,658,5,5,unsat,little,no,LEAVE
one,100814,167,49,569070,302,1,2,avg,very_little,actively_looking_into_it,STAY
zero,78660,0,57,542220,370,0,1,avg,high,no,LEAVE
zero,82057,198,0,237814,313,14,14,very_unsat,high,actively_looking_into_it,LEAVE
zero,26117,45,51,601654,148,4,2,sat,high,actively_looking_into_it,LEAVE
one,95615,187,78,762453,134,19,1,unsat,very_high,actively_looking_into_it,STAY
zero,91823,44,44,705034,381,0,2,avg,very_little,considering,STAY
zero,48832,0,0,254160,180,1,9,unsat,very_little,no,LEAVE
one,130631,29,7,396605,704,3,6,very_sat,high,actively_looking_into_it,LEAVE
zero,97307,61,17,240210,290,5,5,unsat,high,considering,STAY
one,30805,51,0,194380,222,5,10,unsat,very_little,actively_looking_into_it,LEAVE
zero,73074,153,0,411312,391,27,10,very_unsat,very_high,considering,LEAVE
zero,107129,72,0,335460,475,5,15,very_sat,very_high,never_thought,LEAVE
one,34874,0,8,653308,221,0,6,avg,very_little,actively_looking_into_it,STAY
zero,155349,0,80,439967,750,1,1,unsat,little,actively_looking_into_it,LEAVE
zero,39619,0,12,273643,158,1,5,avg,very_little,actively_looking_into_it,STAY
one,154950,223,0,880559,796,17,8,unsat,high,considering,LEAVE
one,42875,0,25,300495,230,22,1,very_sat,very_high,considering,LEAVE
zero,30302,0,0,434725,217,1,14,unsat,high,actively_looking_into_it,LEAVE
one,122694,192,0,323974,745,24,14,very_unsat,high,considering,LEAVE
one,32234,0,0,914766,228,1,12,very_unsat,very_high,never_thought,STAY
one,34980,0,0,268958,186,0,13,sat,high,no,STAY
zero,49200,0,82,567089,205,0,2,unsat,very_high,considering,STAY
one,45616,247,18,599616,676,13,5,very_unsat,little,considering,LEAVE
zero,121649,211,0,185573,527,19,5,very_unsat,high,considering,LEAVE
zero,39406,13,46,467445,753,3,1,avg,very_high,considering,LEAVE
one,40173,55,23,342314,189,4,6,unsat,very_little,considering,LEAVE
one,35604,0,83,541329,235,0,2,very_unsat,little,no,STAY
zero,64201,0,69,510232,315,3,1,very_unsat,very_high,considering,LEAVE
one,85282,0,0,175749,390,0,12,very_unsat,high,considering,LEAVE
zero,98681,56,17,247457,336,3,6,very_unsat,little,no,LEAVE
zero,43284,174,43,609163,161,18,2,sat,little,considering,STAY
zero,118522,68,0,386585,520,4,9,very_unsat,very_little,actively_looking_into_it,STAY
one,119997,62,21,934494,675,4,4,sat,very_high,actively_looking_into_it,LEAVE
zero,124801,0,0,336033,697,1,15,very_unsat,very_little,actively_looking_into_it,STAY
zero,40261,77,21,803487,181,4,6,very_unsat,very_high,considering,STAY
zero,156683,162,85,420540,430,22,2,unsat,little,actively_looking_into_it,LEAVE
one,126485,156,0,155016,701,25,8,very_sat,little,considering,LEAVE
one,84525,185,0,825753,385,28,9,unsat,little,considering,STAY
one,148135,64,0,352467,601,3,1,very_unsat,very_little,actively_looking_into_it,LEAVE
zero,39689,0,0,600753,466,1,14,very_unsat,very_little,no,STAY
zero,113879,190,11,542675,841,20,11,very_unsat,very_high,no,LEAVE
zero,137945,0,0,797025,805,0,8,unsat,little,considering,STAY
zero,128319,0,62,947082,846,1,6,very_unsat,very_little,considering,LEAVE
zero,31149,182,56,240036,291,28,2,unsat,very_little,perhaps,LEAVE
zero,123384,189,0,227994,531,1,11,avg,little,no,LEAVE
one,48287,0,76,523929,179,1,2,very_sat,very_high,actively_looking_into_it,LEAVE
one,56029,0,12,215921,257,4,6,sat,very_little,considering,STAY
zero,88452,0,47,195825,269,0,2,very_unsat,very_high,considering,STAY
one,25161,59,0,478153,142,5,9,very_unsat,little,considering,STAY
one,99667,60,6,497765,152,3,4,sat,little,actively_looking_into_it,LEAVE
one,43083,0,17,587149,136,1,2,very_sat,little,no,LEAVE
zero,20761,0,0,701796,182,12,14,unsat,little,considering,STAY
one,81206,0,0,995349,257,0,14,very_unsat,little,considering,LEAVE
one,35222,39,0,999758,143,4,10,very_unsat,avg,considering,STAY
one,117911,213,17,290514,515,12,2,very_unsat,little,no,LEAVE
zero,31201,57,7,998914,230,5,1,very_unsat,little,considering,STAY
one,61820,60,7,261409,261,4,5,unsat,very_high,actively_looking_into_it,STAY
one,85692,56,45,441158,305,5,1,unsat,little,considering,STAY
zero,67023,227,14,496418,320,21,6,very_unsat,high,never_thought,STAY
one,33116,50,12,816069,227,4,5,very_sat,very_little,considering,LEAVE
one,61504,0,23,799232,352,1,4,very_unsat,little,no,STAY
one,68361,188,0,466854,332,25,14,very_sat,very_little,never_thought,LEAVE
zero,89426,48,68,379330,276,5,1,unsat,very_little,never_thought,LEAVE
one,140743,0,36,254533,597,0,1,very_unsat,very_high,actively_looking_into_it,STAY
one,101795,209,0,722589,572,22,14,unsat,little,considering,LEAVE
zero,141503,53,24,999537,682,5,4,very_sat,little,no,LEAVE
zero,139871,249,18,888103,834,29,4,very_sat,very_high,no,LEAVE
zero,102144,56,88,476174,302,3,1,very_unsat,little,actively_looking_into_it,LEAVE
one,79644,173,8,730144,335,26,4,very_unsat,little,considering,STAY
zero,97433,70,0,454496,282,4,14,avg,very_high,perhaps,STAY
zero,143106,0,82,457279,795,0,2,very_sat,little,no,LEAVE
zero,118657,0,79,234523,430,1,1,very_sat,very_high,considering,STAY
zero,37899,212,87,972852,187,11,4,very_sat,very_little,considering,STAY
one,66120,0,17,213711,329,0,4,very_sat,very_high,no,STAY
zero,143250,48,0,863838,850,4,12,very_unsat,very_little,no,LEAVE
one,125423,0,0,204950,708,1,10,unsat,little,never_thought,STAY
zero,146465,221,0,965723,889,12,15,very_sat,little,actively_looking_into_it,LEAVE
one,136492,204,0,473715,591,22,15,very_unsat,little,no,LEAVE
one,143395,0,8,378386,505,0,5,very_unsat,high,considering,STAY
zero,25622,88,12,217741,236,3,5,avg,little,considering,STAY
one,38472,211,86,225839,224,18,1,avg,very_little,considering,STAY
one,118738,257,0,150894,780,14,6,unsat,very_high,considering,STAY
one,35364,67,55,713323,639,4,2,unsat,little,actively_looking_into_it,STAY
one,120707,52,22,445576,684,3,5,very_sat,little,actively_looking_into_it,STAY
one,28361,0,19,624448,186,0,4,very_sat,little,actively_looking_into_it,STAY
zero,146228,186,61,521165,601,10,5,unsat,high,no,LEAVE
one,67242,168,8,534784,232,15,13,very_sat,very_high,no,LEAVE
one,139667,28,0,214240,758,3,11,very_unsat,little,considering,LEAVE
zero,104729,53,25,418227,671,3,1,very_sat,avg,actively_looking_into_it,STAY
one,24112,0,0,377126,156,1,10,very_unsat,little,perhaps,LEAVE
zero,29468,33,23,426595,136,4,5,very_sat,little,actively_looking_into_it,STAY
zero,58524,62,42,452032,585,3,2,avg,little,considering,LEAVE
one,153356,46,26,667796,730,15,1,very_unsat,high,considering,STAY
one,158932,248,0,341524,552,13,8,sat,little,considering,LEAVE
zero,63295,0,0,386261,375,0,13,avg,very_little,no,LEAVE
zero,124419,0,37,813968,487,0,1,very_sat,very_little,never_thought,LEAVE
one,27593,0,0,669932,215,0,13,unsat,very_high,actively_looking_into_it,LEAVE
one,46492,65,0,470755,140,5,12,very_unsat,very_high,considering,LEAVE
one,147184,0,0,943598,890,0,1,very_unsat,little,considering,STAY
zero,73037,64,0,168431,367,4,12,avg,very_little,considering,LEAVE
one,42722,0,14,642778,206,0,6,very_unsat,very_little,no,STAY
zero,119335,223,64,536914,475,23,1,unsat,little,considering,STAY
zero,32323,53,5,813402,144,3,1,very_unsat,very_high,actively_looking_into_it,LEAVE
zero,143705,0,7,329121,664,1,1,very_sat,very_high,no,STAY
zero,137274,87,0,942119,834,4,10,very_unsat,very_little,actively_looking_into_it,STAY
zero,73079,0,12,191682,325,1,4,very_sat,little,considering,STAY
one,116990,41,18,872630,511,4,6,very_unsat,little,actively_looking_into_it,LEAVE
one,40340,141,17,432798,159,25,5,very_sat,little,actively_looking_into_it,STAY
one,137971,39,0,699851,725,4,14,avg,very_high,considering,LEAVE
one,39593,0,23,896534,206,1,1,unsat,very_high,actively_looking_into_it,STAY
one,135520,63,72,923135,525,4,1,very_unsat,little,actively_looking_into_it,STAY
one,41588,219,41,395289,240,22,1,sat,little,actively_looking_into_it,STAY
one,151676,0,0,397434,131,1,15,avg,very_high,considering,STAY
one,78221,0,0,785240,347,1,8,very_unsat,little,considering,STAY
zero,78276,0,5,857738,650,1,4,avg,little,no,STAY
zero,109784,193,34,347258,654,19,2,sat,very_little,considering,LEAVE
zero,39865,60,0,540131,223,4,13,very_unsat,little,no,STAY
one,86776,65,0,587745,291,5,14,sat,very_little,considering,STAY
zero,149043,74,0,270962,234,3,11,very_unsat,little,considering,STAY
one,95107,81,0,245426,275,5,14,very_sat,little,no,STAY
one,154182,256,52,160253,308,4,2,very_unsat,high,no,LEAVE
one,75357,190,79,893019,384,15,1,very_sat,little,actively_looking_into_it,STAY
one,39398,85,29,797879,135,3,2,sat,little,considering,LEAVE
zero,76335,59,34,823257,149,4,2,very_sat,very_high,never_thought,STAY
one,43781,50,15,803627,168,3,6,very_sat,high,perhaps,STAY
zero,152321,189,55,313199,847,23,2,very_unsat,little,considering,LEAVE
zero,27947,0,0,752432,215,1,13,very_unsat,little,no,STAY
one,103648,188,71,236425,404,21,2,very_unsat,little,considering,LEAVE
zero,84973,82,74,937130,377,3,1,very_sat,little,no,LEAVE
one,60291,0,64,838012,279,0,2,unsat,little,considering,STAY
one,47502,0,0,507873,199,1,11,avg,very_high,actively_looking_into_it,STAY
zero,47450,30,15,165034,226,3,6,very_sat,very_high,considering,STAY
one,31369,0,73,582638,240,0,1,unsat,very_high,considering,STAY
one,31406,233,54,945417,234,29,1,very_unsat,little,actively_looking_into_it,STAY
zero,118044,0,60,910729,519,0,1,avg,very_little,actively_looking_into_it,STAY
zero,22957,201,30,903344,148,17,1,very_unsat,very_little,considering,STAY
zero,49842,54,24,307118,163,4,4,very_unsat,very_little,actively_looking_into_it,STAY
one,27896,0,79,958492,199,0,2,very_sat,little,considering,LEAVE
one,69819,0,23,700664,289,0,5,sat,little,actively_looking_into_it,STAY
one,151027,0,18,601900,517,1,6,very_sat,little,perhaps,LEAVE
one,80505,0,12,252193,385,16,6,very_sat,very_little,considering,STAY
zero,35706,0,19,936490,187,1,6,very_sat,little,never_thought,STAY
one,156546,0,0,297990,478,1,8,unsat,little,considering,STAY
one,128881,74,0,463685,597,4,11,very_unsat,very_little,considering,LEAVE
zero,24868,0,80,325273,201,1,1,very_sat,little,actively_looking_into_it,LEAVE
one,114972,28,17,853228,231,4,2,very_sat,little,considering,STAY
one,22877,54,0,235649,148,3,11,very_sat,little,considering,LEAVE
zero,43458,38,24,880208,241,5,5,sat,little,considering,STAY
one,144498,61,81,305677,723,5,1,very_unsat,little,considering,LEAVE
one,35737,0,0,838334,204,0,2,very_unsat,high,perhaps,STAY
one,148715,64,11,153362,877,4,4,very_unsat,very_high,no,STAY
zero,66141,167,53,318502,325,29,2,very_unsat,little,considering,STAY
one,46870,65,0,472416,178,3,11,very_sat,little,no,STAY
one,28718,60,23,448022,170,3,5,very_sat,little,actively_looking_into_it,LEAVE
one,97402,0,0,757736,364,0,12,sat,little,no,STAY
zero,138971,0,11,185022,813,1,6,very_sat,avg,never_thought,LEAVE
zero,29941,66,62,957745,184,4,2,very_sat,little,no,STAY
one,132697,161,72,474564,826,26,1,sat,little,considering,STAY
one,76346,242,68,645369,378,15,2,sat,very_little,considering,STAY
one,125074,0,0,267694,462,1,14,unsat,little,actively_looking_into_it,STAY
one,98879,80,0,318528,280,3,8,very_unsat,little,never_thought,STAY
one,53643,35,78,777336,302,5,1,unsat,very_little,actively_looking_into_it,STAY
one,116093,63,0,946493,807,5,10,avg,very_little,considering,STAY
zero,55013,64,0,475075,360,3,13,unsat,very_high,considering,LEAVE
zero,107794,94,0,153874,559,5,14,very_sat,little,never_thought,STAY
zero,98166,63,0,663408,379,4,14,very_unsat,little,no,STAY
one,70893,44,8,706677,320,1,4,sat,avg,no,STAY
zero,102794,64,56,622407,425,4,2,unsat,little,considering,STAY
one,145226,144,7,282378,864,15,6,unsat,avg,considering,LEAVE
one,51874,175,24,274886,340,26,4,very_unsat,little,never_thought,STAY
zero,88561,233,0,432793,335,16,10,avg,little,never_thought,LEAVE
one,137555,56,37,973686,346,5,2,very_unsat,little,considering,STAY
one,108224,0,46,498937,780,1,1,sat,very_high,perhaps,LEAVE
zero,153339,66,45,291797,645,4,2,very_unsat,very_high,actively_looking_into_it,STAY
zero,53473,58,0,320509,352,28,10,very_unsat,very_high,no,LEAVE
zero,134186,71,0,762987,467,4,14,very_sat,little,considering,LEAVE
zero,22950,188,42,287900,168,13,1,very_sat,very_high,considering,LEAVE
zero,131670,23,10,166678,748,22,6,very_sat,little,no,STAY
zero,154126,188,13,689467,769,28,6,unsat,little,considering,LEAVE
zero,68178,0,18,237022,254,20,5,very_sat,little,considering,STAY
zero,150922,0,27,721033,469,10,2,very_unsat,very_high,no,LEAVE
zero,82078,0,0,649075,314,1,9,very_sat,very_high,considering,STAY
zero,159521,197,53,336971,647,12,1,very_unsat,little,considering,LEAVE
zero,144179,0,0,500579,869,1,13,sat,high,no,STAY
one,103126,206,0,221753,721,1,8,very_unsat,little,perhaps,LEAVE
zero,36310,0,8,288018,143,1,4,very_sat,avg,considering,STAY
zero,62835,0,0,518682,261,4,9,unsat,very_high,no,LEAVE
one,137220,0,12,288310,481,1,5,very_unsat,little,actively_looking_into_it,STAY
zero,64403,0,13,168768,348,0,5,unsat,very_high,considering,STAY
zero,59475,177,9,235261,343,29,5,very_unsat,little,considering,LEAVE
one,38965,0,30,558243,159,0,1,unsat,little,actively_looking_into_it,LEAVE
one,31394,58,0,252140,204,5,2,very_unsat,little,considering,LEAVE
zero,129916,224,0,340852,400,26,11,avg,little,considering,LEAVE
one,35336,228,15,840379,146,16,6,very_unsat,very_high,considering,STAY
one,48875,0,11,198589,231,1,6,very_unsat,very_high,considering,STAY
zero,122314,0,17,911633,525,0,6,very_unsat,little,no,STAY
zero,37478,0,35,822559,209,0,1,very_unsat,little,considering,STAY
one,66962,0,0,715325,298,0,14,very_sat,very_high,considering,STAY
zero,21115,128,43,275690,137,0,1,very_unsat,very_little,considering,LEAVE
zero,158780,217,76,917194,736,3,2,unsat,very_high,considering,LEAVE
zero,98260,202,0,463846,352,11,13,unsat,very_little,no,LEAVE
one,62448,0,7,242459,267,1,6,avg,little,considering,LEAVE
zero,60523,198,0,225651,182,13,10,avg,very_high,considering,LEAVE
one,31740,0,30,560523,729,1,1,avg,little,never_thought,LEAVE
zero,159702,0,0,184429,473,0,15,very_sat,very_high,never_thought,LEAVE
one,84680,65,0,464392,393,4,9,very_unsat,little,considering,STAY
zero,49205,56,13,988502,133,3,6,very_sat,very_high,never_thought,LEAVE
one,101476,181,16,231167,627,18,4,avg,very_little,actively_looking_into_it,STAY
one,22583,216,36,233080,331,25,2,very_sat,high,considering,LEAVE
zero,109745,59,24,890120,536,3,5,avg,very_high,no,STAY
one,142621,171,24,541459,652,29,10,very_unsat,very_little,actively_looking_into_it,LEAVE
one,43676,237,0,681715,157,24,12,very_sat,very_little,considering,STAY
zero,158626,40,55,656346,710,0,2,sat,very_high,considering,STAY
one,134483,210,53,682996,561,29,2,very_unsat,avg,never_thought,STAY
zero,57804,56,51,166484,250,5,1,very_unsat,very_little,actively_looking_into_it,STAY
one,21004,68,13,187319,383,4,6,very_sat,little,actively_looking_into_it,STAY
zero,46329,169,11,801270,238,10,4,very_sat,very_high,actively_looking_into_it,STAY
one,90926,25,57,960983,334,4,1,very_unsat,very_high,no,STAY
one,49156,0,5,498481,134,0,5,sat,little,never_thought,LEAVE
zero,153996,0,0,683282,776,1,9,very_sat,very_high,actively_looking_into_it,STAY
one,26171,59,0,771700,181,3,12,avg,little,perhaps,STAY
zero,53732,238,43,208341,384,24,1,very_unsat,high,actively_looking_into_it,LEAVE
zero,23965,40,30,971976,145,4,1,unsat,very_little,considering,STAY
one,145384,87,0,240805,532,5,13,very_sat,little,never_thought,STAY
zero,110189,196,11,964711,853,22,10,very_unsat,little,considering,LEAVE
zero,72242,0,40,953990,334,1,2,very_sat,very_high,no,STAY
zero,140609,0,0,333298,699,1,10,unsat,avg,actively_looking_into_it,STAY
zero,52336,0,0,423367,259,1,13,very_sat,high,actively_looking_into_it,LEAVE
zero,65994,171,85,264974,333,27,2,very_sat,very_high,considering,LEAVE
zero,50630,66,37,920589,308,0,1,very_unsat,very_high,actively_looking_into_it,STAY
zero,150324,188,18,565024,446,1,1,unsat,very_high,considering,LEAVE
one,70929,87,22,424480,292,1,5,very_sat,very_little,never_thought,LEAVE
one,114273,52,28,349453,700,5,1,unsat,very_high,considering,LEAVE
one,140249,228,16,253688,829,24,6,very_unsat,very_high,considering,LEAVE
zero,31798,64,41,660822,201,5,2,very_sat,very_high,actively_looking_into_it,STAY
zero,77699,197,0,279065,179,13,12,very_unsat,high,considering,LEAVE
zero,101141,0,74,545687,779,0,1,unsat,avg,actively_looking_into_it,STAY
one,43112,66,0,795262,375,5,11,unsat,little,considering,STAY
one,119529,0,59,248998,846,0,2,very_sat,little,considering,STAY
zero,127848,45,0,204145,784,4,13,unsat,little,actively_looking_into_it,STAY
zero,41899,0,0,198048,174,0,11,very_unsat,little,considering,STAY
one,141816,25,0,402788,253,0,1,very_sat,little,actively_looking_into_it,LEAVE
one,37385,0,0,176124,237,0,8,very_unsat,little,no,LEAVE
zero,43664,201,0,270021,218,28,8,very_sat,very_high,considering,LEAVE
one,36786,0,35,282332,242,5,2,very_unsat,little,never_thought,LEAVE
zero,45239,209,37,967009,249,12,1,avg,little,considering,STAY
zero,33988,0,15,314777,247,0,4,unsat,very_little,considering,STAY
